victim,mix_name,attackers,base_med,bg_med,sd_med,sd_avg
bsort,MIX_TOP2x3,"PR_TLB PR_TLB PR_TLB",358009.00,359745.00,1.0048,1.0010
bsort,MIX_TOP1_TOP3x2,"PR_SPAWN MTH_CACHE MTH_CACHE",358009.00,359715.50,1.0048,1.0013
cjpeg_transupp,SOLO3_CACHE,"CACHE CACHE CACHE",7206056.00,7219712.00,1.0019,1.0025
cjpeg_transupp,SOLO3_BUS,"BUS BUS BUS",7206056.00,7224237.50,1.0025,1.0017
cjpeg_transupp,SOLO3_MEM,"MEM MEM MEM",7206056.00,7381579.50,1.0244,1.0475
cjpeg_transupp,SOLO3_POINTER,"POINTER POINTER POINTER",7206056.00,7216300.50,1.0014,1.0013
cjpeg_transupp,SOLO3_PIPELINE,"PIPELINE PIPELINE PIPELINE",7206056.00,7173739.50,0.9955,0.9954
cjpeg_transupp,SOLO3_MTH_CACHE,"MTH_CACHE MTH_CACHE MTH_CACHE",7206056.00,7214462.50,1.0012,1.0010
cjpeg_transupp,SOLO3_MTH_BUS,"MTH_BUS MTH_BUS MTH_BUS",7206056.00,7235785.00,1.0041,1.0078
cjpeg_transupp,SOLO3_MTH_MEM,"MTH_MEM MTH_MEM MTH_MEM",7206056.00,7393329.00,1.0260,1.0538
cjpeg_transupp,SOLO3_MTH_POINTER,"MTH_POINTER MTH_POINTER MTH_POINTER",7206056.00,7192403.50,0.9981,0.9989
cjpeg_transupp,SOLO3_MTH_PIPELINE,"MTH_PIPELINE MTH_PIPELINE MTH_PIPELINE",7206056.00,7183633.50,0.9969,0.9970
cjpeg_transupp,SOLO3_MTH_SYSCALLS,"MTH_SYSCALLS MTH_SYSCALLS MTH_SYSCALLS",7206056.00,7185885.50,0.9972,0.9972
cjpeg_transupp,SOLO3_PR_CACHE,"PR_CACHE PR_CACHE PR_CACHE",7206056.00,7275481.00,1.0096,1.0093
cjpeg_transupp,SOLO3_PR_MEMBUS,"PR_MEMBUS PR_MEMBUS PR_MEMBUS",7206056.00,7194305.50,0.9984,0.9982
cjpeg_transupp,SOLO3_PR_ROWBUF,"PR_ROWBUF PR_ROWBUF PR_ROWBUF",7206056.00,7219077.00,1.0018,1.0010
cjpeg_transupp,SOLO3_PR_POINTER,"PR_POINTER PR_POINTER PR_POINTER",7206056.00,7200066.50,0.9992,1.0003
cjpeg_transupp,SOLO3_PR_TLB,"PR_TLB PR_TLB PR_TLB",7206056.00,7280179.00,1.0103,1.0092
cjpeg_transupp,SOLO3_PR_DISKIO,"PR_DISKIO PR_DISKIO PR_DISKIO",7206056.00,7202601.00,0.9995,1.0000
cjpeg_transupp,SOLO3_PR_FILESYS,"PR_FILESYS PR_FILESYS PR_FILESYS",7206056.00,7209837.00,1.0005,1.0000
cjpeg_transupp,SOLO3_PR_NET,"PR_NET PR_NET PR_NET",7206056.00,7166030.50,0.9944,0.9950
cjpeg_transupp,SOLO3_PR_SPAWN,"PR_SPAWN PR_SPAWN PR_SPAWN",7206056.00,7227459.50,1.0030,1.0028
cjpeg_transupp,MIX_TOP1x3,"MTH_MEM MTH_MEM MTH_MEM",7206056.00,7343067.00,1.0190,1.0185
cjpeg_transupp,MIX_TOP1_TOP2_TOP3,"MTH_MEM MEM PR_TLB",7206056.00,7337491.00,1.0182,1.0188
cjpeg_transupp,MIX_TOP1x2_TOP2,"MTH_MEM MTH_MEM MEM",7206056.00,7287010.00,1.0112,1.0235
cjpeg_transupp,MIX_TOP2x3,"MEM MEM MEM",7206056.00,7347903.50,1.0197,1.0246
cjpeg_transupp,MIX_TOP1_TOP3x2,"MTH_MEM PR_TLB PR_TLB",7206056.00,7332039.50,1.0175,1.0171
cjpeg_wrbmp,SOLO3_CACHE,"CACHE CACHE CACHE",267650.50,275159.00,1.0281,1.0265
cjpeg_wrbmp,SOLO3_BUS,"BUS BUS BUS",267650.50,269090.00,1.0054,1.0148
cjpeg_wrbmp,SOLO3_MEM,"MEM MEM MEM",267650.50,273411.00,1.0215,1.0767
cjpeg_wrbmp,SOLO3_POINTER,"POINTER POINTER POINTER",267650.50,270125.50,1.0092,1.0071
cjpeg_wrbmp,SOLO3_PIPELINE,"PIPELINE PIPELINE PIPELINE",267650.50,267952.50,1.0011,1.0005
cjpeg_wrbmp,SOLO3_MTH_CACHE,"MTH_CACHE MTH_CACHE MTH_CACHE",267650.50,273215.00,1.0208,1.0197
cjpeg_wrbmp,SOLO3_MTH_BUS,"MTH_BUS MTH_BUS MTH_BUS",267650.50,267459.00,0.9993,1.0104
cjpeg_wrbmp,SOLO3_MTH_MEM,"MTH_MEM MTH_MEM MTH_MEM",267650.50,271925.50,1.0160,1.0439
cjpeg_wrbmp,SOLO3_MTH_POINTER,"MTH_POINTER MTH_POINTER MTH_POINTER",267650.50,268824.50,1.0044,1.0069
cjpeg_wrbmp,SOLO3_MTH_PIPELINE,"MTH_PIPELINE MTH_PIPELINE MTH_PIPELINE",267650.50,268365.50,1.0027,1.0054
cjpeg_wrbmp,SOLO3_MTH_SYSCALLS,"MTH_SYSCALLS MTH_SYSCALLS MTH_SYSCALLS",267650.50,273679.50,1.0225,1.0164
cjpeg_wrbmp,SOLO3_PR_CACHE,"PR_CACHE PR_CACHE PR_CACHE",267650.50,267168.00,0.9982,1.0335
cjpeg_wrbmp,SOLO3_PR_MEMBUS,"PR_MEMBUS PR_MEMBUS PR_MEMBUS",267650.50,268449.00,1.0030,1.0046
cjpeg_wrbmp,SOLO3_PR_ROWBUF,"PR_ROWBUF PR_ROWBUF PR_ROWBUF",267650.50,269584.50,1.0072,1.0075
cjpeg_wrbmp,SOLO3_PR_POINTER,"PR_POINTER PR_POINTER PR_POINTER",267650.50,269237.50,1.0059,1.0088
cjpeg_wrbmp,SOLO3_PR_TLB,"PR_TLB PR_TLB PR_TLB",267650.50,270237.00,1.0097,1.0181
cjpeg_wrbmp,SOLO3_PR_DISKIO,"PR_DISKIO PR_DISKIO PR_DISKIO",267650.50,269746.00,1.0078,1.0076
cjpeg_wrbmp,SOLO3_PR_FILESYS,"PR_FILESYS PR_FILESYS PR_FILESYS",267650.50,269878.50,1.0083,1.0091
cjpeg_wrbmp,SOLO3_PR_NET,"PR_NET PR_NET PR_NET",267650.50,284454.00,1.0628,1.0726
cjpeg_wrbmp,SOLO3_PR_SPAWN,"PR_SPAWN PR_SPAWN PR_SPAWN",267650.50,279394.00,1.0439,1.0371
cjpeg_wrbmp,MIX_TOP1x3,"PR_NET PR_NET PR_NET",267650.50,268134.00,1.0018,1.0014
cjpeg_wrbmp,MIX_TOP1_TOP2_TOP3,"PR_NET PR_SPAWN CACHE",267650.50,269722.50,1.0077,1.0118
cjpeg_wrbmp,MIX_TOP1x2_TOP2,"PR_NET PR_NET PR_SPAWN",267650.50,270814.50,1.0118,1.0117
cjpeg_wrbmp,MIX_TOP2x3,"PR_SPAWN PR_SPAWN PR_SPAWN",267650.50,280803.00,1.0491,1.0448
cjpeg_wrbmp,MIX_TOP1_TOP3x2,"PR_NET CACHE CACHE",267650.50,272625.50,1.0186,1.0174
complex_updates,SOLO3_CACHE,"CACHE CACHE CACHE",3576.00,3918.00,1.0956,1.1472
complex_updates,SOLO3_BUS,"BUS BUS BUS",3576.00,3681.00,1.0294,1.2413
complex_updates,SOLO3_MEM,"MEM MEM MEM",3576.00,3739.50,1.0457,1.8734
complex_updates,SOLO3_POINTER,"POINTER POINTER POINTER",3576.00,8462.00,2.3663,1.8663
complex_updates,SOLO3_PIPELINE,"PIPELINE PIPELINE PIPELINE",3576.00,3612.50,1.0102,1.0024
complex_updates,SOLO3_MTH_CACHE,"MTH_CACHE MTH_CACHE MTH_CACHE",3576.00,3634.00,1.0162,0.9372
complex_updates,SOLO3_MTH_BUS,"MTH_BUS MTH_BUS MTH_BUS",3576.00,3860.00,1.0794,1.0821
complex_updates,SOLO3_MTH_MEM,"MTH_MEM MTH_MEM MTH_MEM",3576.00,4370.00,1.2220,2.4193
complex_updates,SOLO3_MTH_POINTER,"MTH_POINTER MTH_POINTER MTH_POINTER",3576.00,3607.50,1.0088,0.8936
complex_updates,SOLO3_MTH_PIPELINE,"MTH_PIPELINE MTH_PIPELINE MTH_PIPELINE",3576.00,3573.50,0.9993,0.9048
complex_updates,SOLO3_MTH_SYSCALLS,"MTH_SYSCALLS MTH_SYSCALLS MTH_SYSCALLS",3576.00,5970.50,1.6696,1.2930
complex_updates,SOLO3_PR_CACHE,"PR_CACHE PR_CACHE PR_CACHE",3576.00,3621.00,1.0126,1.3649
complex_updates,SOLO3_PR_MEMBUS,"PR_MEMBUS PR_MEMBUS PR_MEMBUS",3576.00,3684.50,1.0303,1.0134
complex_updates,SOLO3_PR_ROWBUF,"PR_ROWBUF PR_ROWBUF PR_ROWBUF",3576.00,3872.00,1.0828,1.2867
complex_updates,SOLO3_PR_POINTER,"PR_POINTER PR_POINTER PR_POINTER",3576.00,3572.50,0.9990,0.9059
complex_updates,SOLO3_PR_TLB,"PR_TLB PR_TLB PR_TLB",3576.00,4340.50,1.2138,1.3163
complex_updates,SOLO3_PR_DISKIO,"PR_DISKIO PR_DISKIO PR_DISKIO",3576.00,3605.00,1.0081,0.9071
complex_updates,SOLO3_PR_FILESYS,"PR_FILESYS PR_FILESYS PR_FILESYS",3576.00,6481.00,1.8124,1.2026
complex_updates,SOLO3_PR_NET,"PR_NET PR_NET PR_NET",3576.00,3879.50,1.0849,0.9952
complex_updates,SOLO3_PR_SPAWN,"PR_SPAWN PR_SPAWN PR_SPAWN",3576.00,5604.00,1.5671,1.4702
complex_updates,MIX_TOP1x3,"POINTER POINTER POINTER",3576.00,7176.50,2.0069,1.6955
complex_updates,MIX_TOP1_TOP2_TOP3,"POINTER PR_FILESYS MTH_SYSCALLS",3576.00,3565.50,0.9971,0.9357
complex_updates,MIX_TOP1x2_TOP2,"POINTER POINTER PR_FILESYS",3576.00,5766.50,1.6126,1.3799
complex_updates,MIX_TOP2x3,"PR_FILESYS PR_FILESYS PR_FILESYS",3576.00,3585.00,1.0025,0.9415
complex_updates,MIX_TOP1_TOP3x2,"POINTER MTH_SYSCALLS MTH_SYSCALLS",3576.00,3586.00,1.0028,0.9153
cosf,SOLO3_CACHE,"CACHE CACHE CACHE",31066.00,31195.00,1.0042,0.9781
cosf,SOLO3_BUS,"BUS BUS BUS",31066.00,31124.50,1.0019,0.9832
cosf,SOLO3_MEM,"MEM MEM MEM",31066.00,34261.00,1.1028,1.2720
cosf,SOLO3_POINTER,"POINTER POINTER POINTER",31066.00,38887.50,1.2518,1.1135
cosf,SOLO3_PIPELINE,"PIPELINE PIPELINE PIPELINE",31066.00,31463.00,1.0128,0.9648
cosf,SOLO3_MTH_CACHE,"MTH_CACHE MTH_CACHE MTH_CACHE",31066.00,31261.00,1.0063,0.9814
cosf,SOLO3_MTH_BUS,"MTH_BUS MTH_BUS MTH_BUS",31066.00,32157.00,1.0351,1.0188
cosf,SOLO3_MTH_MEM,"MTH_MEM MTH_MEM MTH_MEM",31066.00,31551.50,1.0156,1.1341
cosf,SOLO3_MTH_POINTER,"MTH_POINTER MTH_POINTER MTH_POINTER",31066.00,32699.50,1.0526,0.9943
cosf,SOLO3_MTH_PIPELINE,"MTH_PIPELINE MTH_PIPELINE MTH_PIPELINE",31066.00,31311.50,1.0079,0.9641
cosf,SOLO3_MTH_SYSCALLS,"MTH_SYSCALLS MTH_SYSCALLS MTH_SYSCALLS",31066.00,31046.00,0.9994,0.9765
cosf,SOLO3_PR_CACHE,"PR_CACHE PR_CACHE PR_CACHE",31066.00,60062.00,1.9334,1.5618
cosf,SOLO3_PR_MEMBUS,"PR_MEMBUS PR_MEMBUS PR_MEMBUS",31066.00,32530.00,1.0471,1.0121
cosf,SOLO3_PR_ROWBUF,"PR_ROWBUF PR_ROWBUF PR_ROWBUF",31066.00,33602.50,1.0816,1.0331
cosf,SOLO3_PR_POINTER,"PR_POINTER PR_POINTER PR_POINTER",31066.00,33007.00,1.0625,1.0044
cosf,SOLO3_PR_TLB,"PR_TLB PR_TLB PR_TLB",31066.00,32167.50,1.0355,1.0389
cosf,SOLO3_PR_DISKIO,"PR_DISKIO PR_DISKIO PR_DISKIO",31066.00,31082.00,1.0005,0.9666
cosf,SOLO3_PR_FILESYS,"PR_FILESYS PR_FILESYS PR_FILESYS",31066.00,33291.00,1.0716,1.0477
cosf,SOLO3_PR_NET,"PR_NET PR_NET PR_NET",31066.00,31312.50,1.0079,0.9670
cosf,SOLO3_PR_SPAWN,"PR_SPAWN PR_SPAWN PR_SPAWN",31066.00,38984.00,1.2549,1.1471
cosf,MIX_TOP1x3,"PR_CACHE PR_CACHE PR_CACHE",31066.00,31935.50,1.0280,1.3242
cosf,MIX_TOP1_TOP2_TOP3,"PR_CACHE PR_SPAWN POINTER",31066.00,31125.50,1.0019,1.0275
cosf,MIX_TOP1x2_TOP2,"PR_CACHE PR_CACHE PR_SPAWN",31066.00,51086.00,1.6444,1.4001
cosf,MIX_TOP2x3,"PR_SPAWN PR_SPAWN PR_SPAWN",31066.00,40670.00,1.3091,1.2369
cosf,MIX_TOP1_TOP3x2,"PR_CACHE POINTER POINTER",31066.00,31127.00,1.0020,1.0900
countnegative,SOLO3_CACHE,"CACHE CACHE CACHE",33976.00,33828.50,0.9957,1.0044
countnegative,SOLO3_BUS,"BUS BUS BUS",33976.00,35237.50,1.0371,1.0551
countnegative,SOLO3_MEM,"MEM MEM MEM",33976.00,34316.50,1.0100,1.1509
countnegative,SOLO3_POINTER,"POINTER POINTER POINTER",33976.00,37981.00,1.1179,1.1275
countnegative,SOLO3_PIPELINE,"PIPELINE PIPELINE PIPELINE",33976.00,33838.50,0.9960,0.9954
countnegative,SOLO3_MTH_CACHE,"MTH_CACHE MTH_CACHE MTH_CACHE",33976.00,35008.50,1.0304,1.0580
countnegative,SOLO3_MTH_BUS,"MTH_BUS MTH_BUS MTH_BUS",33976.00,34075.50,1.0029,1.0305
countnegative,SOLO3_MTH_MEM,"MTH_MEM MTH_MEM MTH_MEM",33976.00,35097.00,1.0330,1.1500
countnegative,SOLO3_MTH_POINTER,"MTH_POINTER MTH_POINTER MTH_POINTER",33976.00,35000.50,1.0302,1.0300
countnegative,SOLO3_MTH_PIPELINE,"MTH_PIPELINE MTH_PIPELINE MTH_PIPELINE",33976.00,34015.50,1.0012,1.0019
countnegative,SOLO3_MTH_SYSCALLS,"MTH_SYSCALLS MTH_SYSCALLS MTH_SYSCALLS",33976.00,36101.50,1.0626,1.0632
countnegative,SOLO3_PR_CACHE,"PR_CACHE PR_CACHE PR_CACHE",33976.00,33931.00,0.9987,1.1133
countnegative,SOLO3_PR_MEMBUS,"PR_MEMBUS PR_MEMBUS PR_MEMBUS",33976.00,34082.00,1.0031,0.9989
countnegative,SOLO3_PR_ROWBUF,"PR_ROWBUF PR_ROWBUF PR_ROWBUF",33976.00,33845.50,0.9962,1.0204
countnegative,SOLO3_PR_POINTER,"PR_POINTER PR_POINTER PR_POINTER",33976.00,33853.50,0.9964,0.9987
countnegative,SOLO3_PR_TLB,"PR_TLB PR_TLB PR_TLB",33976.00,35459.50,1.0437,1.0466
countnegative,SOLO3_PR_DISKIO,"PR_DISKIO PR_DISKIO PR_DISKIO",33976.00,34393.00,1.0123,1.0155
countnegative,SOLO3_PR_FILESYS,"PR_FILESYS PR_FILESYS PR_FILESYS",33976.00,33866.50,0.9968,1.0157
countnegative,SOLO3_PR_NET,"PR_NET PR_NET PR_NET",33976.00,34028.00,1.0015,1.0058
countnegative,SOLO3_PR_SPAWN,"PR_SPAWN PR_SPAWN PR_SPAWN",33976.00,37292.50,1.0976,1.1231
countnegative,MIX_TOP1x3,"POINTER POINTER POINTER",33976.00,39917.50,1.1749,1.1563
countnegative,MIX_TOP1_TOP2_TOP3,"POINTER PR_SPAWN MTH_SYSCALLS",33976.00,35070.50,1.0322,1.0611
countnegative,MIX_TOP1x2_TOP2,"POINTER POINTER PR_SPAWN",33976.00,35371.50,1.0411,1.0619
countnegative,MIX_TOP2x3,"PR_SPAWN PR_SPAWN PR_SPAWN",33976.00,39931.50,1.1753,1.1649
countnegative,MIX_TOP1_TOP3x2,"POINTER MTH_SYSCALLS MTH_SYSCALLS",33976.00,34781.00,1.0237,1.0401
cover,SOLO3_CACHE,"CACHE CACHE CACHE",6232.50,6153.00,0.9872,0.8714
cover,SOLO3_BUS,"BUS BUS BUS",6232.50,6211.00,0.9966,0.8168
cover,SOLO3_MEM,"MEM MEM MEM",6232.50,13893.00,2.2291,2.0361
cover,SOLO3_POINTER,"POINTER POINTER POINTER",6232.50,19803.00,3.1774,1.7614
cover,SOLO3_PIPELINE,"PIPELINE PIPELINE PIPELINE",6232.50,6170.50,0.9901,0.6741
cover,SOLO3_MTH_CACHE,"MTH_CACHE MTH_CACHE MTH_CACHE",6232.50,12848.00,2.0615,1.1832
cover,SOLO3_MTH_BUS,"MTH_BUS MTH_BUS MTH_BUS",6232.50,6127.00,0.9831,0.7538
cover,SOLO3_MTH_MEM,"MTH_MEM MTH_MEM MTH_MEM",6232.50,9217.00,1.4789,1.8411
cover,SOLO3_MTH_POINTER,"MTH_POINTER MTH_POINTER MTH_POINTER",6232.50,8416.50,1.3504,0.8712
cover,SOLO3_MTH_PIPELINE,"MTH_PIPELINE MTH_PIPELINE MTH_PIPELINE",6232.50,6544.50,1.0501,0.7161
cover,SOLO3_MTH_SYSCALLS,"MTH_SYSCALLS MTH_SYSCALLS MTH_SYSCALLS",6232.50,6097.00,0.9783,0.7902
cover,SOLO3_PR_CACHE,"PR_CACHE PR_CACHE PR_CACHE",6232.50,6139.50,0.9851,1.0426
cover,SOLO3_PR_MEMBUS,"PR_MEMBUS PR_MEMBUS PR_MEMBUS",6232.50,7879.00,1.2642,0.9086
cover,SOLO3_PR_ROWBUF,"PR_ROWBUF PR_ROWBUF PR_ROWBUF",6232.50,7188.00,1.1533,1.0542
cover,SOLO3_PR_POINTER,"PR_POINTER PR_POINTER PR_POINTER",6232.50,6160.00,0.9884,0.6772
cover,SOLO3_PR_TLB,"PR_TLB PR_TLB PR_TLB",6232.50,8093.50,1.2986,0.9016
cover,SOLO3_PR_DISKIO,"PR_DISKIO PR_DISKIO PR_DISKIO",6232.50,8156.00,1.3086,1.0310
cover,SOLO3_PR_FILESYS,"PR_FILESYS PR_FILESYS PR_FILESYS",6232.50,10897.50,1.7485,1.1499
cover,SOLO3_PR_NET,"PR_NET PR_NET PR_NET",6232.50,8826.50,1.4162,1.0330
cover,SOLO3_PR_SPAWN,"PR_SPAWN PR_SPAWN PR_SPAWN",6232.50,12153.00,1.9499,1.3495
cover,MIX_TOP1x3,"POINTER POINTER POINTER",6232.50,6113.00,0.9808,0.7653
cover,MIX_TOP1_TOP2_TOP3,"POINTER MEM MTH_CACHE",6232.50,7702.00,1.2358,1.9047
cover,MIX_TOP1x2_TOP2,"POINTER POINTER MEM",6232.50,40188.50,6.4482,4.4047
cover,MIX_TOP2x3,"MEM MEM MEM",6232.50,11472.00,1.8407,2.0235
cover,MIX_TOP1_TOP3x2,"POINTER MTH_CACHE MTH_CACHE",6232.50,6157.50,0.9880,0.7194
cubic,SOLO3_CACHE,"CACHE CACHE CACHE",2162194.00,2173622.00,1.0053,1.0072
cubic,SOLO3_BUS,"BUS BUS BUS",2162194.00,2165546.00,1.0016,1.0157
cubic,SOLO3_MEM,"MEM MEM MEM",2162194.00,2142707.50,0.9910,1.0092
cubic,SOLO3_POINTER,"POINTER POINTER POINTER",2162194.00,2194711.50,1.0150,1.0186
cubic,SOLO3_PIPELINE,"PIPELINE PIPELINE PIPELINE",2162194.00,2121880.00,0.9814,0.9875
cubic,SOLO3_MTH_CACHE,"MTH_CACHE MTH_CACHE MTH_CACHE",2162194.00,2155148.00,0.9967,1.0006
cubic,SOLO3_MTH_BUS,"MTH_BUS MTH_BUS MTH_BUS",2162194.00,2176243.50,1.0065,1.0183
cubic,SOLO3_MTH_MEM,"MTH_MEM MTH_MEM MTH_MEM",2162194.00,2152269.00,0.9954,1.0119
cubic,SOLO3_MTH_POINTER,"MTH_POINTER MTH_POINTER MTH_POINTER",2162194.00,2128733.00,0.9845,0.9890
cubic,SOLO3_MTH_PIPELINE,"MTH_PIPELINE MTH_PIPELINE MTH_PIPELINE",2162194.00,2121610.50,0.9812,0.9881
cubic,SOLO3_MTH_SYSCALLS,"MTH_SYSCALLS MTH_SYSCALLS MTH_SYSCALLS",2162194.00,2151370.50,0.9950,0.9992
cubic,SOLO3_PR_CACHE,"PR_CACHE PR_CACHE PR_CACHE",2162194.00,2223685.00,1.0284,1.0415
cubic,SOLO3_PR_MEMBUS,"PR_MEMBUS PR_MEMBUS PR_MEMBUS",2162194.00,2135519.00,0.9877,0.9926
cubic,SOLO3_PR_ROWBUF,"PR_ROWBUF PR_ROWBUF PR_ROWBUF",2162194.00,2161505.50,0.9997,1.0036
cubic,SOLO3_PR_POINTER,"PR_POINTER PR_POINTER PR_POINTER",2162194.00,2127214.00,0.9838,0.9906
cubic,SOLO3_PR_TLB,"PR_TLB PR_TLB PR_TLB",2162194.00,2182296.50,1.0093,1.0164
cubic,SOLO3_PR_DISKIO,"PR_DISKIO PR_DISKIO PR_DISKIO",2162194.00,2149520.00,0.9941,0.9994
cubic,SOLO3_PR_FILESYS,"PR_FILESYS PR_FILESYS PR_FILESYS",2162194.00,2152958.00,0.9957,0.9988
cubic,SOLO3_PR_NET,"PR_NET PR_NET PR_NET",2162194.00,2142298.50,0.9908,0.9938
cubic,SOLO3_PR_SPAWN,"PR_SPAWN PR_SPAWN PR_SPAWN",2162194.00,2173910.50,1.0054,1.0098
cubic,MIX_TOP1x3,"PR_CACHE PR_CACHE PR_CACHE",2162194.00,2224604.50,1.0289,1.0338
cubic,MIX_TOP1_TOP2_TOP3,"PR_CACHE POINTER PR_TLB",2162194.00,2197985.50,1.0166,1.0214
cubic,MIX_TOP1x2_TOP2,"PR_CACHE PR_CACHE POINTER",2162194.00,2224607.50,1.0289,1.0403
cubic,MIX_TOP2x3,"POINTER POINTER POINTER",2162194.00,2180102.50,1.0083,1.0138
cubic,MIX_TOP1_TOP3x2,"PR_CACHE PR_TLB PR_TLB",2162194.00,2183545.50,1.0099,1.0143
deg2rad,SOLO3_CACHE,"CACHE CACHE CACHE",17223.00,17189.50,0.9981,1.0002
deg2rad,SOLO3_BUS,"BUS BUS BUS",17223.00,17307.50,1.0049,1.0279
deg2rad,SOLO3_MEM,"MEM MEM MEM",17223.00,17567.50,1.0200,1.1275
deg2rad,SOLO3_POINTER,"POINTER POINTER POINTER",17223.00,19478.50,1.1310,1.0735
deg2rad,SOLO3_PIPELINE,"PIPELINE PIPELINE PIPELINE",17223.00,17313.00,1.0052,0.9918
deg2rad,SOLO3_MTH_CACHE,"MTH_CACHE MTH_CACHE MTH_CACHE",17223.00,17203.00,0.9988,1.0119
deg2rad,SOLO3_MTH_BUS,"MTH_BUS MTH_BUS MTH_BUS",17223.00,18078.50,1.0497,1.0457
deg2rad,SOLO3_MTH_MEM,"MTH_MEM MTH_MEM MTH_MEM",17223.00,17686.00,1.0269,1.3594
deg2rad,SOLO3_MTH_POINTER,"MTH_POINTER MTH_POINTER MTH_POINTER",17223.00,17962.00,1.0429,1.0287
deg2rad,SOLO3_MTH_PIPELINE,"MTH_PIPELINE MTH_PIPELINE MTH_PIPELINE",17223.00,17335.00,1.0065,0.9961
deg2rad,SOLO3_MTH_SYSCALLS,"MTH_SYSCALLS MTH_SYSCALLS MTH_SYSCALLS",17223.00,17793.00,1.0331,1.0150
deg2rad,SOLO3_PR_CACHE,"PR_CACHE PR_CACHE PR_CACHE",17223.00,17329.50,1.0062,1.0407
deg2rad,SOLO3_PR_MEMBUS,"PR_MEMBUS PR_MEMBUS PR_MEMBUS",17223.00,17200.00,0.9987,0.9778
deg2rad,SOLO3_PR_ROWBUF,"PR_ROWBUF PR_ROWBUF PR_ROWBUF",17223.00,17362.00,1.0081,1.0157
deg2rad,SOLO3_PR_POINTER,"PR_POINTER PR_POINTER PR_POINTER",17223.00,17779.00,1.0323,1.0321
deg2rad,SOLO3_PR_TLB,"PR_TLB PR_TLB PR_TLB",17223.00,17379.00,1.0091,1.0077
deg2rad,SOLO3_PR_DISKIO,"PR_DISKIO PR_DISKIO PR_DISKIO",17223.00,18288.50,1.0619,1.0536
deg2rad,SOLO3_PR_FILESYS,"PR_FILESYS PR_FILESYS PR_FILESYS",17223.00,18034.50,1.0471,1.0273
deg2rad,SOLO3_PR_NET,"PR_NET PR_NET PR_NET",17223.00,17321.00,1.0057,0.9823
deg2rad,SOLO3_PR_SPAWN,"PR_SPAWN PR_SPAWN PR_SPAWN",17223.00,18398.00,1.0682,1.0746
deg2rad,MIX_TOP1x3,"POINTER POINTER POINTER",17223.00,21334.00,1.2387,1.1886
deg2rad,MIX_TOP1_TOP2_TOP3,"POINTER PR_SPAWN PR_DISKIO",17223.00,17483.50,1.0151,1.0363
deg2rad,MIX_TOP1x2_TOP2,"POINTER POINTER PR_SPAWN",17223.00,18188.00,1.0560,1.0487
deg2rad,MIX_TOP2x3,"PR_SPAWN PR_SPAWN PR_SPAWN",17223.00,18542.00,1.0766,1.0580
deg2rad,MIX_TOP1_TOP3x2,"POINTER PR_DISKIO PR_DISKIO",17223.00,18409.50,1.0689,1.0524
dijkstra,SOLO3_CACHE,"CACHE CACHE CACHE",108748619.50,108719308.00,0.9997,1.0005
dijkstra,SOLO3_BUS,"BUS BUS BUS",108748619.50,108816348.50,1.0006,1.0018
dijkstra,SOLO3_MEM,"MEM MEM MEM",108748619.50,111574939.00,1.0260,1.0233
dijkstra,SOLO3_POINTER,"POINTER POINTER POINTER",108748619.50,109302445.50,1.0051,1.0059
dijkstra,SOLO3_PIPELINE,"PIPELINE PIPELINE PIPELINE",108748619.50,108342926.00,0.9963,0.9976
dijkstra,SOLO3_MTH_CACHE,"MTH_CACHE MTH_CACHE MTH_CACHE",108748619.50,108887403.00,1.0013,1.0022
dijkstra,SOLO3_MTH_BUS,"MTH_BUS MTH_BUS MTH_BUS",108748619.50,109218871.00,1.0043,1.0061
dijkstra,SOLO3_MTH_MEM,"MTH_MEM MTH_MEM MTH_MEM",108748619.50,110401574.50,1.0152,1.0199
dijkstra,SOLO3_MTH_POINTER,"MTH_POINTER MTH_POINTER MTH_POINTER",108748619.50,108660325.00,0.9992,1.0002
dijkstra,SOLO3_MTH_PIPELINE,"MTH_PIPELINE MTH_PIPELINE MTH_PIPELINE",108748619.50,108336260.50,0.9962,0.9971
dijkstra,SOLO3_MTH_SYSCALLS,"MTH_SYSCALLS MTH_SYSCALLS MTH_SYSCALLS",108748619.50,108547870.00,0.9982,0.9993
dijkstra,SOLO3_PR_CACHE,"PR_CACHE PR_CACHE PR_CACHE",108748619.50,109182707.00,1.0040,1.0056
dijkstra,SOLO3_PR_MEMBUS,"PR_MEMBUS PR_MEMBUS PR_MEMBUS",108748619.50,108635735.00,0.9990,0.9996
dijkstra,SOLO3_PR_ROWBUF,"PR_ROWBUF PR_ROWBUF PR_ROWBUF",108748619.50,108824450.00,1.0007,1.0016
dijkstra,SOLO3_PR_POINTER,"PR_POINTER PR_POINTER PR_POINTER",108748619.50,108541174.00,0.9981,0.9987
dijkstra,SOLO3_PR_TLB,"PR_TLB PR_TLB PR_TLB",108748619.50,110329636.50,1.0145,1.0149
dijkstra,SOLO3_PR_DISKIO,"PR_DISKIO PR_DISKIO PR_DISKIO",108748619.50,108639236.00,0.9990,1.0002
dijkstra,SOLO3_PR_FILESYS,"PR_FILESYS PR_FILESYS PR_FILESYS",108748619.50,108572342.00,0.9984,0.9993
dijkstra,SOLO3_PR_NET,"PR_NET PR_NET PR_NET",108748619.50,108414541.50,0.9969,0.9975
