[info] offlined cpu1..cpu3 to isolate the active cores
[info] cpu0..cpu0 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=1, lock_freq_khz=1600000
# cpu0=iir (measured)  (solo: all other cpus offlined)
[sample=0] cpu=0 bench=iir cycles=8675 instructions=2593 cache-misses=19
[sample=94] cpu=0 bench=iir cycles=3498 instructions=2588 cache-misses=1
[sample=95] cpu=0 bench=iir cycles=3485 instructions=2588 cache-misses=0
[sample=96] cpu=0 bench=iir cycles=3496 instructions=2588 cache-misses=1
[sample=97] cpu=0 bench=iir cycles=3510 instructions=2588 cache-misses=2
[sample=98] cpu=0 bench=iir cycles=3490 instructions=2588 cache-misses=2
[sample=99] cpu=0 bench=iir cycles=3474 instructions=2588 cache-misses=1

# Statistics over 100 samples on cpu0 bench=iir (background load on cpu1..cpu0)
# event                          min                  max                  avg               median
  cycles                        3439                 8675              3552.46              3494.00
  instructions                  2588                 2593              2588.08              2588.00
  cache-misses                     0                   19                 1.50                 1.00
