[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=insertsort (measured)  cpu1=BUS  cpu2=BUS  cpu3=BUS
[sample=0] cpu=0 bench=insertsort cycles=22139 instructions=2953 cache-misses=25
[sample=1] cpu=0 bench=insertsort cycles=15850 instructions=2947 cache-misses=15
[sample=2] cpu=0 bench=insertsort cycles=5601 instructions=2947 cache-misses=21
[sample=3] cpu=0 bench=insertsort cycles=4466 instructions=2947 cache-misses=15
[sample=4] cpu=0 bench=insertsort cycles=4405 instructions=2946 cache-misses=14
[sample=5] cpu=0 bench=insertsort cycles=5072 instructions=2946 cache-misses=18
[sample=6] cpu=0 bench=insertsort cycles=4525 instructions=2946 cache-misses=16
[sample=7] cpu=0 bench=insertsort cycles=4413 instructions=2946 cache-misses=14
[sample=8] cpu=0 bench=insertsort cycles=4448 instructions=2946 cache-misses=13
[sample=9] cpu=0 bench=insertsort cycles=4445 instructions=2946 cache-misses=13
[sample=10] cpu=0 bench=insertsort cycles=4420 instructions=2946 cache-misses=16
[sample=11] cpu=0 bench=insertsort cycles=4512 instructions=2946 cache-misses=17
[sample=12] cpu=0 bench=insertsort cycles=4484 instructions=2946 cache-misses=15
[sample=13] cpu=0 bench=insertsort cycles=4380 instructions=2946 cache-misses=12
[sample=14] cpu=0 bench=insertsort cycles=4481 instructions=2946 cache-misses=16
[sample=15] cpu=0 bench=insertsort cycles=4454 instructions=2946 cache-misses=14
[sample=16] cpu=0 bench=insertsort cycles=4534 instructions=2946 cache-misses=17
[sample=17] cpu=0 bench=insertsort cycles=4359 instructions=2946 cache-misses=10
[sample=18] cpu=0 bench=insertsort cycles=4433 instructions=2946 cache-misses=14
[sample=19] cpu=0 bench=insertsort cycles=4465 instructions=2946 cache-misses=14
[sample=20] cpu=0 bench=insertsort cycles=4507 instructions=2946 cache-misses=14
[sample=21] cpu=0 bench=insertsort cycles=4436 instructions=2946 cache-misses=15
[sample=22] cpu=0 bench=insertsort cycles=5859 instructions=2946 cache-misses=17
[sample=23] cpu=0 bench=insertsort cycles=4431 instructions=2946 cache-misses=12
[sample=24] cpu=0 bench=insertsort cycles=4765 instructions=2946 cache-misses=11
[sample=25] cpu=0 bench=insertsort cycles=4440 instructions=2946 cache-misses=15
[sample=26] cpu=0 bench=insertsort cycles=4426 instructions=2946 cache-misses=14
[sample=27] cpu=0 bench=insertsort cycles=4801 instructions=2946 cache-misses=19
[sample=28] cpu=0 bench=insertsort cycles=4417 instructions=2946 cache-misses=14
[sample=29] cpu=0 bench=insertsort cycles=4408 instructions=2946 cache-misses=13
[sample=30] cpu=0 bench=insertsort cycles=4434 instructions=2946 cache-misses=13
[sample=31] cpu=0 bench=insertsort cycles=4462 instructions=2946 cache-misses=16
[sample=32] cpu=0 bench=insertsort cycles=4410 instructions=2946 cache-misses=14
[sample=33] cpu=0 bench=insertsort cycles=4442 instructions=2946 cache-misses=14
[sample=34] cpu=0 bench=insertsort cycles=5501 instructions=2946 cache-misses=18
[sample=35] cpu=0 bench=insertsort cycles=4481 instructions=2946 cache-misses=14
[sample=36] cpu=0 bench=insertsort cycles=4466 instructions=2946 cache-misses=13
[sample=37] cpu=0 bench=insertsort cycles=4431 instructions=2946 cache-misses=12
[sample=38] cpu=0 bench=insertsort cycles=4929 instructions=2946 cache-misses=16
[sample=39] cpu=0 bench=insertsort cycles=4410 instructions=2946 cache-misses=12
[sample=40] cpu=0 bench=insertsort cycles=4420 instructions=2946 cache-misses=14
[sample=41] cpu=0 bench=insertsort cycles=4397 instructions=2946 cache-misses=11
[sample=42] cpu=0 bench=insertsort cycles=5444 instructions=2946 cache-misses=19
[sample=43] cpu=0 bench=insertsort cycles=4384 instructions=2946 cache-misses=13
[sample=44] cpu=0 bench=insertsort cycles=4407 instructions=2946 cache-misses=13
[sample=45] cpu=0 bench=insertsort cycles=4512 instructions=2946 cache-misses=17
[sample=46] cpu=0 bench=insertsort cycles=4455 instructions=2946 cache-misses=15
[sample=47] cpu=0 bench=insertsort cycles=4883 instructions=2946 cache-misses=15
[sample=48] cpu=0 bench=insertsort cycles=4625 instructions=2946 cache-misses=14
[sample=49] cpu=0 bench=insertsort cycles=4358 instructions=2946 cache-misses=12
[sample=50] cpu=0 bench=insertsort cycles=5010 instructions=2946 cache-misses=15
[sample=51] cpu=0 bench=insertsort cycles=4506 instructions=2946 cache-misses=16
[sample=52] cpu=0 bench=insertsort cycles=4496 instructions=2946 cache-misses=17
[sample=53] cpu=0 bench=insertsort cycles=4393 instructions=2946 cache-misses=13
[sample=54] cpu=0 bench=insertsort cycles=4401 instructions=2946 cache-misses=14
[sample=55] cpu=0 bench=insertsort cycles=4418 instructions=2946 cache-misses=14
[sample=56] cpu=0 bench=insertsort cycles=4375 instructions=2946 cache-misses=12
[sample=57] cpu=0 bench=insertsort cycles=4626 instructions=2946 cache-misses=16
[sample=58] cpu=0 bench=insertsort cycles=4415 instructions=2946 cache-misses=16
[sample=59] cpu=0 bench=insertsort cycles=4417 instructions=2946 cache-misses=16
[sample=60] cpu=0 bench=insertsort cycles=4467 instructions=2946 cache-misses=17
[sample=61] cpu=0 bench=insertsort cycles=4457 instructions=2946 cache-misses=15
[sample=62] cpu=0 bench=insertsort cycles=5098 instructions=2946 cache-misses=13
[sample=63] cpu=0 bench=insertsort cycles=5135 instructions=2946 cache-misses=17
