[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=fmref (measured)  cpu1=CACHE  cpu2=CACHE  cpu3=CACHE
[sample=0] cpu=0 bench=fmref cycles=769086 instructions=454815 cache-misses=166
[sample=1] cpu=0 bench=fmref cycles=677167 instructions=417307 cache-misses=85
[sample=2] cpu=0 bench=fmref cycles=663849 instructions=417303 cache-misses=69
[sample=3] cpu=0 bench=fmref cycles=656725 instructions=417304 cache-misses=72
[sample=4] cpu=0 bench=fmref cycles=654709 instructions=417305 cache-misses=66
[sample=5] cpu=0 bench=fmref cycles=654193 instructions=417302 cache-misses=72
[sample=6] cpu=0 bench=fmref cycles=655608 instructions=417301 cache-misses=77
[sample=7] cpu=0 bench=fmref cycles=655441 instructions=417299 cache-misses=61
[sample=8] cpu=0 bench=fmref cycles=654486 instructions=417304 cache-misses=62
[sample=9] cpu=0 bench=fmref cycles=654393 instructions=417309 cache-misses=60
[sample=10] cpu=0 bench=fmref cycles=654318 instructions=417300 cache-misses=65
[sample=11] cpu=0 bench=fmref cycles=655082 instructions=417305 cache-misses=66
[sample=12] cpu=0 bench=fmref cycles=654771 instructions=417303 cache-misses=64
[sample=13] cpu=0 bench=fmref cycles=655340 instructions=417299 cache-misses=74
[sample=14] cpu=0 bench=fmref cycles=655617 instructions=417306 cache-misses=65
[sample=15] cpu=0 bench=fmref cycles=655953 instructions=417308 cache-misses=68
[sample=16] cpu=0 bench=fmref cycles=655127 instructions=417300 cache-misses=68
[sample=17] cpu=0 bench=fmref cycles=654875 instructions=417304 cache-misses=67
[sample=18] cpu=0 bench=fmref cycles=654186 instructions=417303 cache-misses=56
[sample=19] cpu=0 bench=fmref cycles=656222 instructions=417302 cache-misses=76
[sample=20] cpu=0 bench=fmref cycles=655203 instructions=417301 cache-misses=65
[sample=21] cpu=0 bench=fmref cycles=655703 instructions=417301 cache-misses=91
[sample=22] cpu=0 bench=fmref cycles=655572 instructions=417301 cache-misses=60
[sample=23] cpu=0 bench=fmref cycles=654933 instructions=417302 cache-misses=64
[sample=24] cpu=0 bench=fmref cycles=654401 instructions=417305 cache-misses=65
[sample=25] cpu=0 bench=fmref cycles=655139 instructions=417299 cache-misses=76
[sample=26] cpu=0 bench=fmref cycles=654259 instructions=417303 cache-misses=70
[sample=27] cpu=0 bench=fmref cycles=655131 instructions=417301 cache-misses=63
[sample=28] cpu=0 bench=fmref cycles=655097 instructions=417302 cache-misses=86
[sample=29] cpu=0 bench=fmref cycles=655179 instructions=417308 cache-misses=63
[sample=30] cpu=0 bench=fmref cycles=655136 instructions=417303 cache-misses=68
[sample=31] cpu=0 bench=fmref cycles=655197 instructions=417305 cache-misses=65
