[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=insertsort (measured)  cpu1=BUS  cpu2=BUS  cpu3=BUS
[sample=0] cpu=0 bench=insertsort cycles=26225 instructions=2955 cache-misses=29
[sample=1] cpu=0 bench=insertsort cycles=19127 instructions=2946 cache-misses=16
[sample=2] cpu=0 bench=insertsort cycles=14923 instructions=2946 cache-misses=12
[sample=3] cpu=0 bench=insertsort cycles=19241 instructions=2946 cache-misses=14
[sample=4] cpu=0 bench=insertsort cycles=11304 instructions=2946 cache-misses=11
[sample=5] cpu=0 bench=insertsort cycles=9274 instructions=2946 cache-misses=12
[sample=6] cpu=0 bench=insertsort cycles=5344 instructions=2946 cache-misses=13
[sample=7] cpu=0 bench=insertsort cycles=4350 instructions=2946 cache-misses=11
[sample=8] cpu=0 bench=insertsort cycles=4379 instructions=2946 cache-misses=11
[sample=9] cpu=0 bench=insertsort cycles=4364 instructions=2946 cache-misses=11
[sample=10] cpu=0 bench=insertsort cycles=4379 instructions=2946 cache-misses=12
[sample=11] cpu=0 bench=insertsort cycles=4366 instructions=2946 cache-misses=12
[sample=12] cpu=0 bench=insertsort cycles=4327 instructions=2946 cache-misses=11
[sample=13] cpu=0 bench=insertsort cycles=4323 instructions=2946 cache-misses=10
[sample=14] cpu=0 bench=insertsort cycles=4359 instructions=2946 cache-misses=11
[sample=15] cpu=0 bench=insertsort cycles=4693 instructions=2946 cache-misses=12
[sample=16] cpu=0 bench=insertsort cycles=4370 instructions=2946 cache-misses=11
[sample=17] cpu=0 bench=insertsort cycles=4345 instructions=2946 cache-misses=11
[sample=18] cpu=0 bench=insertsort cycles=6743 instructions=2946 cache-misses=12
[sample=19] cpu=0 bench=insertsort cycles=5669 instructions=2947 cache-misses=11
[sample=20] cpu=0 bench=insertsort cycles=4390 instructions=2946 cache-misses=12
[sample=21] cpu=0 bench=insertsort cycles=4365 instructions=2946 cache-misses=9
[sample=22] cpu=0 bench=insertsort cycles=4362 instructions=2946 cache-misses=11
[sample=23] cpu=0 bench=insertsort cycles=4400 instructions=2946 cache-misses=13
[sample=24] cpu=0 bench=insertsort cycles=4555 instructions=2946 cache-misses=10
[sample=25] cpu=0 bench=insertsort cycles=4742 instructions=2946 cache-misses=13
[sample=26] cpu=0 bench=insertsort cycles=4399 instructions=2946 cache-misses=11
[sample=27] cpu=0 bench=insertsort cycles=4371 instructions=2946 cache-misses=12
[sample=28] cpu=0 bench=insertsort cycles=4373 instructions=2946 cache-misses=12
[sample=29] cpu=0 bench=insertsort cycles=4333 instructions=2946 cache-misses=10
[sample=30] cpu=0 bench=insertsort cycles=4415 instructions=2946 cache-misses=11
