[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=insertsort (measured)  cpu1=BUS  cpu2=BUS  cpu3=BUS
[sample=0] cpu=0 bench=insertsort cycles=16692 instructions=2954 cache-misses=25
[sample=1] cpu=0 bench=insertsort cycles=5696 instructions=2947 cache-misses=13
[sample=2] cpu=0 bench=insertsort cycles=4332 instructions=2946 cache-misses=5
[sample=3] cpu=0 bench=insertsort cycles=4238 instructions=2946 cache-misses=4
[sample=4] cpu=0 bench=insertsort cycles=4231 instructions=2947 cache-misses=3
[sample=5] cpu=0 bench=insertsort cycles=4222 instructions=2947 cache-misses=1
[sample=6] cpu=0 bench=insertsort cycles=4211 instructions=2946 cache-misses=2
[sample=7] cpu=0 bench=insertsort cycles=4202 instructions=2946 cache-misses=2
[sample=8] cpu=0 bench=insertsort cycles=4194 instructions=2946 cache-misses=2
[sample=9] cpu=0 bench=insertsort cycles=4194 instructions=2946 cache-misses=2
[sample=10] cpu=0 bench=insertsort cycles=4195 instructions=2946 cache-misses=1
[sample=11] cpu=0 bench=insertsort cycles=4223 instructions=2946 cache-misses=2
[sample=12] cpu=0 bench=insertsort cycles=4219 instructions=2946 cache-misses=2
[sample=13] cpu=0 bench=insertsort cycles=4237 instructions=2946 cache-misses=1
[sample=14] cpu=0 bench=insertsort cycles=4213 instructions=2946 cache-misses=2
[sample=15] cpu=0 bench=insertsort cycles=4186 instructions=2946 cache-misses=1
[sample=16] cpu=0 bench=insertsort cycles=4210 instructions=2946 cache-misses=1
[sample=17] cpu=0 bench=insertsort cycles=4216 instructions=2946 cache-misses=2
[sample=18] cpu=0 bench=insertsort cycles=4251 instructions=2946 cache-misses=3
[sample=19] cpu=0 bench=insertsort cycles=4239 instructions=2946 cache-misses=2
[sample=20] cpu=0 bench=insertsort cycles=4208 instructions=2946 cache-misses=2
[sample=21] cpu=0 bench=insertsort cycles=4167 instructions=2946 cache-misses=1
[sample=22] cpu=0 bench=insertsort cycles=4233 instructions=2946 cache-misses=2
[sample=23] cpu=0 bench=insertsort cycles=4235 instructions=2946 cache-misses=2
[sample=24] cpu=0 bench=insertsort cycles=4224 instructions=2946 cache-misses=2
