[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=insertsort (measured)  cpu1=BUS  cpu2=BUS  cpu3=BUS
[sample=0] cpu=0 bench=insertsort cycles=17017 instructions=2953 cache-misses=24
[sample=1] cpu=0 bench=insertsort cycles=18624 instructions=2947 cache-misses=15
[sample=2] cpu=0 bench=insertsort cycles=18869 instructions=2946 cache-misses=19
[sample=3] cpu=0 bench=insertsort cycles=9891 instructions=2946 cache-misses=14
[sample=4] cpu=0 bench=insertsort cycles=5055 instructions=2946 cache-misses=12
[sample=5] cpu=0 bench=insertsort cycles=4980 instructions=2946 cache-misses=17
[sample=6] cpu=0 bench=insertsort cycles=5484 instructions=2946 cache-misses=16
[sample=7] cpu=0 bench=insertsort cycles=4396 instructions=2946 cache-misses=11
[sample=8] cpu=0 bench=insertsort cycles=4372 instructions=2946 cache-misses=12
[sample=9] cpu=0 bench=insertsort cycles=4841 instructions=2946 cache-misses=11
[sample=10] cpu=0 bench=insertsort cycles=4373 instructions=2946 cache-misses=14
[sample=11] cpu=0 bench=insertsort cycles=4368 instructions=2946 cache-misses=13
[sample=12] cpu=0 bench=insertsort cycles=4439 instructions=2946 cache-misses=16
[sample=13] cpu=0 bench=insertsort cycles=4400 instructions=2946 cache-misses=15
[sample=14] cpu=0 bench=insertsort cycles=4398 instructions=2946 cache-misses=13
[sample=15] cpu=0 bench=insertsort cycles=5006 instructions=2946 cache-misses=18
[sample=16] cpu=0 bench=insertsort cycles=4414 instructions=2946 cache-misses=13
[sample=17] cpu=0 bench=insertsort cycles=4432 instructions=2946 cache-misses=16
[sample=18] cpu=0 bench=insertsort cycles=5787 instructions=2946 cache-misses=15
[sample=19] cpu=0 bench=insertsort cycles=5297 instructions=2946 cache-misses=12
[sample=20] cpu=0 bench=insertsort cycles=5516 instructions=2946 cache-misses=14
[sample=21] cpu=0 bench=insertsort cycles=4629 instructions=2946 cache-misses=13
[sample=22] cpu=0 bench=insertsort cycles=5269 instructions=2946 cache-misses=15
[sample=23] cpu=0 bench=insertsort cycles=5324 instructions=2946 cache-misses=13
[sample=24] cpu=0 bench=insertsort cycles=5423 instructions=2946 cache-misses=15
[sample=25] cpu=0 bench=insertsort cycles=5066 instructions=2946 cache-misses=13
[sample=26] cpu=0 bench=insertsort cycles=6331 instructions=2946 cache-misses=16
[sample=27] cpu=0 bench=insertsort cycles=4486 instructions=2946 cache-misses=15
[sample=28] cpu=0 bench=insertsort cycles=4426 instructions=2946 cache-misses=16
[sample=29] cpu=0 bench=insertsort cycles=4404 instructions=2946 cache-misses=13
[sample=30] cpu=0 bench=insertsort cycles=4435 instructions=2946 cache-misses=15
[sample=31] cpu=0 bench=insertsort cycles=4465 instructions=2946 cache-misses=13
[sample=32] cpu=0 bench=insertsort cycles=4365 instructions=2946 cache-misses=12
[sample=33] cpu=0 bench=insertsort cycles=4406 instructions=2946 cache-misses=12
[sample=34] cpu=0 bench=insertsort cycles=4450 instructions=2946 cache-misses=17
[sample=35] cpu=0 bench=insertsort cycles=4424 instructions=2946 cache-misses=14
[sample=36] cpu=0 bench=insertsort cycles=4408 instructions=2946 cache-misses=12
[sample=37] cpu=0 bench=insertsort cycles=4363 instructions=2946 cache-misses=12
[sample=38] cpu=0 bench=insertsort cycles=4394 instructions=2946 cache-misses=12
