[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=insertsort (measured)  cpu1=BUS  cpu2=BUS  cpu3=BUS
[sample=0] cpu=0 bench=insertsort cycles=14568 instructions=2955 cache-misses=23
[sample=1] cpu=0 bench=insertsort cycles=10708 instructions=2947 cache-misses=14
[sample=2] cpu=0 bench=insertsort cycles=5797 instructions=2946 cache-misses=12
[sample=3] cpu=0 bench=insertsort cycles=4410 instructions=2946 cache-misses=14
[sample=4] cpu=0 bench=insertsort cycles=4971 instructions=2946 cache-misses=13
[sample=5] cpu=0 bench=insertsort cycles=4345 instructions=2946 cache-misses=10
[sample=6] cpu=0 bench=insertsort cycles=4336 instructions=2946 cache-misses=10
[sample=7] cpu=0 bench=insertsort cycles=4412 instructions=2946 cache-misses=13
[sample=8] cpu=0 bench=insertsort cycles=4424 instructions=2946 cache-misses=13
[sample=9] cpu=0 bench=insertsort cycles=4377 instructions=2946 cache-misses=15
[sample=10] cpu=0 bench=insertsort cycles=4389 instructions=2946 cache-misses=14
[sample=11] cpu=0 bench=insertsort cycles=4385 instructions=2946 cache-misses=10
[sample=12] cpu=0 bench=insertsort cycles=4348 instructions=2946 cache-misses=11
[sample=13] cpu=0 bench=insertsort cycles=4362 instructions=2946 cache-misses=12
[sample=14] cpu=0 bench=insertsort cycles=4365 instructions=2946 cache-misses=13
[sample=15] cpu=0 bench=insertsort cycles=4376 instructions=2946 cache-misses=13
[sample=16] cpu=0 bench=insertsort cycles=4383 instructions=2946 cache-misses=15
[sample=17] cpu=0 bench=insertsort cycles=4355 instructions=2946 cache-misses=13
[sample=18] cpu=0 bench=insertsort cycles=4382 instructions=2946 cache-misses=13
[sample=19] cpu=0 bench=insertsort cycles=4535 instructions=2946 cache-misses=14
[sample=20] cpu=0 bench=insertsort cycles=4346 instructions=2946 cache-misses=11
[sample=21] cpu=0 bench=insertsort cycles=4352 instructions=2946 cache-misses=10
[sample=22] cpu=0 bench=insertsort cycles=4437 instructions=2946 cache-misses=12
[sample=23] cpu=0 bench=insertsort cycles=4371 instructions=2946 cache-misses=10
[sample=24] cpu=0 bench=insertsort cycles=4343 instructions=2946 cache-misses=14
[sample=25] cpu=0 bench=insertsort cycles=4405 instructions=2946 cache-misses=13
[sample=26] cpu=0 bench=insertsort cycles=4355 instructions=2946 cache-misses=12
[sample=27] cpu=0 bench=insertsort cycles=4363 instructions=2946 cache-misses=12
[sample=28] cpu=0 bench=insertsort cycles=4412 instructions=2946 cache-misses=14
[sample=29] cpu=0 bench=insertsort cycles=4319 instructions=2946 cache-misses=11
[sample=30] cpu=0 bench=insertsort cycles=4398 instructions=2946 cache-misses=13
[sample=31] cpu=0 bench=insertsort cycles=4352 instructions=2946 cache-misses=12
[sample=32] cpu=0 bench=insertsort cycles=4374 instructions=2946 cache-misses=12
[sample=33] cpu=0 bench=insertsort cycles=4380 instructions=2946 cache-misses=14
[sample=34] cpu=0 bench=insertsort cycles=4314 instructions=2946 cache-misses=12
[sample=35] cpu=0 bench=insertsort cycles=4347 instructions=2946 cache-misses=13
[sample=36] cpu=0 bench=insertsort cycles=4365 instructions=2946 cache-misses=12
[sample=37] cpu=0 bench=insertsort cycles=4305 instructions=2946 cache-misses=11
[sample=38] cpu=0 bench=insertsort cycles=4345 instructions=2946 cache-misses=11
[sample=39] cpu=0 bench=insertsort cycles=4360 instructions=2946 cache-misses=14
[sample=40] cpu=0 bench=insertsort cycles=4349 instructions=2946 cache-misses=12
[sample=41] cpu=0 bench=insertsort cycles=4340 instructions=2946 cache-misses=12
[sample=42] cpu=0 bench=insertsort cycles=4429 instructions=2946 cache-misses=14
[sample=43] cpu=0 bench=insertsort cycles=4377 instructions=2946 cache-misses=11
[sample=44] cpu=0 bench=insertsort cycles=4415 instructions=2946 cache-misses=12
[sample=45] cpu=0 bench=insertsort cycles=4349 instructions=2946 cache-misses=12
[sample=46] cpu=0 bench=insertsort cycles=4392 instructions=2946 cache-misses=13
[sample=47] cpu=0 bench=insertsort cycles=4332 instructions=2946 cache-misses=12
[sample=48] cpu=0 bench=insertsort cycles=4597 instructions=2946 cache-misses=13
[sample=49] cpu=0 bench=insertsort cycles=4370 instructions=2946 cache-misses=12
[sample=50] cpu=0 bench=insertsort cycles=4373 instructions=2946 cache-misses=13
[sample=51] cpu=0 bench=insertsort cycles=4375 instructions=2946 cache-misses=13
[sample=52] cpu=0 bench=insertsort cycles=4297 instructions=2946 cache-misses=11
[sample=53] cpu=0 bench=insertsort cycles=4381 instructions=2946 cache-misses=11
[sample=54] cpu=0 bench=insertsort cycles=4371 instructions=2946 cache-misses=13
[sample=55] cpu=0 bench=insertsort cycles=4393 instructions=2946 cache-misses=11
[sample=56] cpu=0 bench=insertsort cycles=4349 instructions=2946 cache-misses=11
[sample=57] cpu=0 bench=insertsort cycles=4386 instructions=2946 cache-misses=13
[sample=58] cpu=0 bench=insertsort cycles=4422 instructions=2946 cache-misses=14
[sample=59] cpu=0 bench=insertsort cycles=4376 instructions=2946 cache-misses=12
[sample=60] cpu=0 bench=insertsort cycles=4329 instructions=2946 cache-misses=11
[sample=61] cpu=0 bench=insertsort cycles=4371 instructions=2946 cache-misses=11
[sample=62] cpu=0 bench=insertsort cycles=4393 instructions=2946 cache-misses=13
[sample=63] cpu=0 bench=insertsort cycles=4389 instructions=2946 cache-misses=14
[sample=64] cpu=0 bench=insertsort cycles=4418 instructions=2946 cache-misses=12
[sample=65] cpu=0 bench=insertsort cycles=4385 instructions=2946 cache-misses=12
[sample=66] cpu=0 bench=insertsort cycles=4423 instructions=2946 cache-misses=11
[sample=67] cpu=0 bench=insertsort cycles=4414 instructions=2946 cache-misses=12
