[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=insertsort (measured)  cpu1=BUS  cpu2=BUS  cpu3=BUS
[sample=0] cpu=0 bench=insertsort cycles=16246 instructions=2955 cache-misses=25
[sample=1] cpu=0 bench=insertsort cycles=16404 instructions=2946 cache-misses=15
[sample=2] cpu=0 bench=insertsort cycles=5483 instructions=2947 cache-misses=16
[sample=3] cpu=0 bench=insertsort cycles=4510 instructions=2947 cache-misses=19
[sample=4] cpu=0 bench=insertsort cycles=4436 instructions=2946 cache-misses=15
[sample=5] cpu=0 bench=insertsort cycles=4476 instructions=2946 cache-misses=16
[sample=6] cpu=0 bench=insertsort cycles=4380 instructions=2946 cache-misses=13
[sample=7] cpu=0 bench=insertsort cycles=4388 instructions=2946 cache-misses=12
[sample=8] cpu=0 bench=insertsort cycles=4382 instructions=2946 cache-misses=12
[sample=9] cpu=0 bench=insertsort cycles=4929 instructions=2946 cache-misses=14
[sample=10] cpu=0 bench=insertsort cycles=4412 instructions=2946 cache-misses=14
[sample=11] cpu=0 bench=insertsort cycles=4413 instructions=2946 cache-misses=13
[sample=12] cpu=0 bench=insertsort cycles=4434 instructions=2946 cache-misses=10
[sample=13] cpu=0 bench=insertsort cycles=4430 instructions=2946 cache-misses=14
[sample=14] cpu=0 bench=insertsort cycles=4460 instructions=2946 cache-misses=15
[sample=15] cpu=0 bench=insertsort cycles=4461 instructions=2946 cache-misses=15
[sample=16] cpu=0 bench=insertsort cycles=4450 instructions=2946 cache-misses=16
[sample=17] cpu=0 bench=insertsort cycles=4448 instructions=2946 cache-misses=15
[sample=18] cpu=0 bench=insertsort cycles=4386 instructions=2946 cache-misses=10
[sample=19] cpu=0 bench=insertsort cycles=4435 instructions=2946 cache-misses=14
[sample=20] cpu=0 bench=insertsort cycles=4462 instructions=2946 cache-misses=11
[sample=21] cpu=0 bench=insertsort cycles=4427 instructions=2947 cache-misses=13
[sample=22] cpu=0 bench=insertsort cycles=4418 instructions=2946 cache-misses=11
[sample=23] cpu=0 bench=insertsort cycles=4389 instructions=2946 cache-misses=11
[sample=24] cpu=0 bench=insertsort cycles=4437 instructions=2946 cache-misses=12
[sample=25] cpu=0 bench=insertsort cycles=4471 instructions=2946 cache-misses=16
[sample=26] cpu=0 bench=insertsort cycles=4445 instructions=2946 cache-misses=13
[sample=27] cpu=0 bench=insertsort cycles=4420 instructions=2946 cache-misses=13
[sample=28] cpu=0 bench=insertsort cycles=4443 instructions=2946 cache-misses=13
[sample=29] cpu=0 bench=insertsort cycles=4434 instructions=2946 cache-misses=13
[sample=30] cpu=0 bench=insertsort cycles=4402 instructions=2946 cache-misses=11
[sample=31] cpu=0 bench=insertsort cycles=4453 instructions=2946 cache-misses=14
[sample=32] cpu=0 bench=insertsort cycles=5302 instructions=2946 cache-misses=18
[sample=33] cpu=0 bench=insertsort cycles=4457 instructions=2946 cache-misses=14
[sample=34] cpu=0 bench=insertsort cycles=4430 instructions=2946 cache-misses=11
[sample=35] cpu=0 bench=insertsort cycles=4412 instructions=2946 cache-misses=13
[sample=36] cpu=0 bench=insertsort cycles=4456 instructions=2946 cache-misses=15
[sample=37] cpu=0 bench=insertsort cycles=4393 instructions=2946 cache-misses=11
[sample=38] cpu=0 bench=insertsort cycles=4464 instructions=2946 cache-misses=15
[sample=39] cpu=0 bench=insertsort cycles=4423 instructions=2947 cache-misses=13
[sample=40] cpu=0 bench=insertsort cycles=4381 instructions=2946 cache-misses=15
[sample=41] cpu=0 bench=insertsort cycles=4476 instructions=2946 cache-misses=13
[sample=42] cpu=0 bench=insertsort cycles=4400 instructions=2946 cache-misses=11
[sample=43] cpu=0 bench=insertsort cycles=4453 instructions=2946 cache-misses=14
[sample=44] cpu=0 bench=insertsort cycles=4443 instructions=2946 cache-misses=14
[sample=45] cpu=0 bench=insertsort cycles=4423 instructions=2946 cache-misses=13
[sample=46] cpu=0 bench=insertsort cycles=4377 instructions=2946 cache-misses=10
[sample=47] cpu=0 bench=insertsort cycles=4424 instructions=2946 cache-misses=15
[sample=48] cpu=0 bench=insertsort cycles=4432 instructions=2946 cache-misses=10
[sample=49] cpu=0 bench=insertsort cycles=5763 instructions=2946 cache-misses=15
[sample=50] cpu=0 bench=insertsort cycles=4470 instructions=2946 cache-misses=14
[sample=51] cpu=0 bench=insertsort cycles=4476 instructions=2946 cache-misses=14
[sample=52] cpu=0 bench=insertsort cycles=4444 instructions=2946 cache-misses=11
[sample=53] cpu=0 bench=insertsort cycles=4364 instructions=2946 cache-misses=11
[sample=54] cpu=0 bench=insertsort cycles=4402 instructions=2946 cache-misses=11
[sample=55] cpu=0 bench=insertsort cycles=4425 instructions=2946 cache-misses=13
[sample=56] cpu=0 bench=insertsort cycles=5641 instructions=2946 cache-misses=19
[sample=57] cpu=0 bench=insertsort cycles=4436 instructions=2946 cache-misses=13
[sample=58] cpu=0 bench=insertsort cycles=4482 instructions=2946 cache-misses=15
[sample=59] cpu=0 bench=insertsort cycles=4468 instructions=2946 cache-misses=13
[sample=60] cpu=0 bench=insertsort cycles=4496 instructions=2946 cache-misses=16
[sample=61] cpu=0 bench=insertsort cycles=4403 instructions=2946 cache-misses=13
[sample=62] cpu=0 bench=insertsort cycles=4440 instructions=2946 cache-misses=16
[sample=63] cpu=0 bench=insertsort cycles=4528 instructions=2946 cache-misses=20
[sample=64] cpu=0 bench=insertsort cycles=4500 instructions=2946 cache-misses=17
[sample=65] cpu=0 bench=insertsort cycles=4476 instructions=2946 cache-misses=15
[sample=66] cpu=0 bench=insertsort cycles=4412 instructions=2946 cache-misses=14
[sample=67] cpu=0 bench=insertsort cycles=4407 instructions=2946 cache-misses=14
[sample=68] cpu=0 bench=insertsort cycles=4456 instructions=2946 cache-misses=15
[sample=69] cpu=0 bench=insertsort cycles=4424 instructions=2946 cache-misses=13
[sample=70] cpu=0 bench=insertsort cycles=4424 instructions=2946 cache-misses=13
[sample=71] cpu=0 bench=insertsort cycles=4451 instructions=2946 cache-misses=14
[sample=72] cpu=0 bench=insertsort cycles=4449 instructions=2946 cache-misses=15
[sample=73] cpu=0 bench=insertsort cycles=4455 instructions=2946 cache-misses=16
[sample=74] cpu=0 bench=insertsort cycles=4405 instructions=2946 cache-misses=14
[sample=75] cpu=0 bench=insertsort cycles=4461 instructions=2946 cache-misses=17
[sample=76] cpu=0 bench=insertsort cycles=4464 instructions=2946 cache-misses=17
[sample=77] cpu=0 bench=insertsort cycles=4488 instructions=2946 cache-misses=18
[sample=78] cpu=0 bench=insertsort cycles=4474 instructions=2946 cache-misses=17
[sample=79] cpu=0 bench=insertsort cycles=4484 instructions=2946 cache-misses=13
[sample=80] cpu=0 bench=insertsort cycles=4405 instructions=2946 cache-misses=13
[sample=81] cpu=0 bench=insertsort cycles=4465 instructions=2946 cache-misses=16
[sample=82] cpu=0 bench=insertsort cycles=4453 instructions=2946 cache-misses=17
[sample=83] cpu=0 bench=insertsort cycles=4449 instructions=2946 cache-misses=16
[sample=84] cpu=0 bench=insertsort cycles=4421 instructions=2946 cache-misses=14
[sample=85] cpu=0 bench=insertsort cycles=4393 instructions=2946 cache-misses=12
[sample=86] cpu=0 bench=insertsort cycles=4399 instructions=2946 cache-misses=12
[sample=87] cpu=0 bench=insertsort cycles=4412 instructions=2946 cache-misses=13
[sample=88] cpu=0 bench=insertsort cycles=4469 instructions=2946 cache-misses=15
[sample=89] cpu=0 bench=insertsort cycles=4525 instructions=2946 cache-misses=17
[sample=90] cpu=0 bench=insertsort cycles=4474 instructions=2947 cache-misses=16
[sample=91] cpu=0 bench=insertsort cycles=4405 instructions=2946 cache-misses=15
[sample=92] cpu=0 bench=insertsort cycles=4455 instructions=2946 cache-misses=15
[sample=93] cpu=0 bench=insertsort cycles=4492 instructions=2946 cache-misses=17
[sample=94] cpu=0 bench=insertsort cycles=4367 instructions=2946 cache-misses=11
[sample=95] cpu=0 bench=insertsort cycles=4398 instructions=2946 cache-misses=12
[sample=96] cpu=0 bench=insertsort cycles=4421 instructions=2946 cache-misses=14
[sample=97] cpu=0 bench=insertsort cycles=4458 instructions=2946 cache-misses=16
[sample=98] cpu=0 bench=insertsort cycles=4505 instructions=2946 cache-misses=18
[sample=99] cpu=0 bench=insertsort cycles=4714 instructions=2946 cache-misses=13

# Statistics over 100 samples on cpu0 bench=insertsort (background load on cpu1..cpu3)
# event                          min                  max                  avg               median
  cycles                        4364                16404              4728.58              4444.50
  instructions                  2946                 2955              2946.14              2946.00
  cache-misses                    10                   25                14.17                14.00
