[warn] cannot read /sys/devices/system/cpu/cpu4/cpufreq/scaling_governor (errno=2: No such file or directory); cpufreq pinning skipped for cpu4
[warn] cannot pin /sys/devices/system/cpu/cpu4/cpufreq/scaling_max_freq = 1600000 (errno=2: No such file or directory)
[warn] cannot pin /sys/devices/system/cpu/cpu4/cpufreq/scaling_min_freq = 1600000 (errno=2: No such file or directory)
[info] cpu0..cpu4 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=5, lock_freq_khz=1600000
# cpu0=fmref (measured)  cpu1=BUS  cpu2=BUS  cpu3=BUS  cpu4=BUS
sched_setaffinity: Invalid argument
[sample=0] cpu=0 bench=fmref cycles=800703 instructions=454820 cache-misses=173
[sample=1] cpu=0 bench=fmref cycles=710720 instructions=417303 cache-misses=79
[sample=2] cpu=0 bench=fmref cycles=713698 instructions=417303 cache-misses=87
[sample=3] cpu=0 bench=fmref cycles=718179 instructions=417301 cache-misses=68
[sample=4] cpu=0 bench=fmref cycles=707670 instructions=417299 cache-misses=65
[sample=5] cpu=0 bench=fmref cycles=702873 instructions=417307 cache-misses=79
[sample=6] cpu=0 bench=fmref cycles=704551 instructions=417302 cache-misses=64
[sample=7] cpu=0 bench=fmref cycles=705208 instructions=417304 cache-misses=67
[sample=8] cpu=0 bench=fmref cycles=709425 instructions=417298 cache-misses=81
[sample=9] cpu=0 bench=fmref cycles=705044 instructions=417301 cache-misses=70
[sample=10] cpu=0 bench=fmref cycles=707110 instructions=417301 cache-misses=68
[sample=11] cpu=0 bench=fmref cycles=699253 instructions=417302 cache-misses=69
[sample=12] cpu=0 bench=fmref cycles=706566 instructions=417300 cache-misses=66
[sample=13] cpu=0 bench=fmref cycles=697607 instructions=417301 cache-misses=72
[sample=14] cpu=0 bench=fmref cycles=706970 instructions=417300 cache-misses=63
[sample=15] cpu=0 bench=fmref cycles=701109 instructions=417304 cache-misses=70
[sample=16] cpu=0 bench=fmref cycles=707388 instructions=417301 cache-misses=66
[sample=17] cpu=0 bench=fmref cycles=691704 instructions=417309 cache-misses=84
[sample=18] cpu=0 bench=fmref cycles=692098 instructions=417298 cache-misses=68
[sample=19] cpu=0 bench=fmref cycles=703089 instructions=417298 cache-misses=72
[sample=20] cpu=0 bench=fmref cycles=705184 instructions=417299 cache-misses=68
[sample=21] cpu=0 bench=fmref cycles=706893 instructions=417301 cache-misses=74
[sample=22] cpu=0 bench=fmref cycles=706789 instructions=417295 cache-misses=91
[sample=23] cpu=0 bench=fmref cycles=702984 instructions=417296 cache-misses=73
[sample=24] cpu=0 bench=fmref cycles=700406 instructions=417302 cache-misses=67
[sample=25] cpu=0 bench=fmref cycles=707733 instructions=417302 cache-misses=68
[sample=26] cpu=0 bench=fmref cycles=771143 instructions=417296 cache-misses=68
[sample=27] cpu=0 bench=fmref cycles=700966 instructions=417301 cache-misses=71
[sample=28] cpu=0 bench=fmref cycles=702744 instructions=417300 cache-misses=71
[sample=29] cpu=0 bench=fmref cycles=722553 instructions=417299 cache-misses=70
[sample=30] cpu=0 bench=fmref cycles=705089 instructions=417300 cache-misses=72
[sample=31] cpu=0 bench=fmref cycles=698780 instructions=417294 cache-misses=64
[sample=32] cpu=0 bench=fmref cycles=700399 instructions=417301 cache-misses=61
[sample=33] cpu=0 bench=fmref cycles=708169 instructions=417296 cache-misses=65
[sample=34] cpu=0 bench=fmref cycles=687485 instructions=417299 cache-misses=64
[sample=35] cpu=0 bench=fmref cycles=683990 instructions=417304 cache-misses=69
